Cep,Rua,Complemento,Bairro,Cidade
38415-078,Rua dos Clarinetes,,Taiaman,Uberlândia/MG
38415-084,Rua dos Pandeiros,,Taiaman,Uberlândia/MG
38415-132,Rua dos Pianos,,Taiaman,Uberlândia/MG
38415-081,Rua dos Pistons,,Taiaman,Uberlândia/MG
38415-090,Rua dos Saxofones,,Taiaman,Uberlândia/MG
38415-111,Rua dos Tamborins,,Taiaman,Uberlândia/MG
38415-069,Rua dos Taróis,,Taiaman,Uberlândia/MG
38415-087,Rua dos Trombones,,Taiaman,Uberlândia/MG
38415-108,Rua dos Trompetes,,Taiaman,Uberlândia/MG
38415-123,Rua dos Violinos,,Taiaman,Uberlândia/MG
38415-072,Rua dos Violões,,Taiaman,Uberlândia/MG
38415-189,Rua Dourival Luis de Sousa,,Taiaman,Uberlândia/MG
38415-192,Rua Doutor José Bonifácio Ribeiro,,Taiaman,Uberlândia/MG
38415-074,Rua Doutora Fabiana Andrade Chaves,,Taiaman,Uberlândia/MG
38415-088,Rua Francisca Garcia de Souza,,Taiaman,Uberlândia/MG
38415-076,Rua Geni Maria dos Santos,,Taiaman,Uberlândia/MG
38415-143,Rua Geny Custódio Spini,,Taiaman,Uberlândia/MG
38415-174,Rua Geraldo Vitórino,,Taiaman,Uberlândia/MG
38415-154,Rua Gumercindo da Costa Sampaio,,Taiaman,Uberlândia/MG
38415-085,Rua Idalina Vieira Borges,,Taiaman,Uberlândia/MG
38415-082,Rua Ilidio Rocha,,Taiaman,Uberlândia/MG
38415-045,Rua Iracema Oliveira Godoy,,Taiaman,Uberlândia/MG
38415-162,Rua João Florindo de Faria,,Taiaman,Uberlândia/MG
38415-159,Rua Joaquim Custódio Fernandes,,Taiaman,Uberlândia/MG
38415-073,Rua Jorge Cecilio,,Taiaman,Uberlândia/MG
38415-180,Rua José Cyrillo das Neves,,Taiaman,Uberlândia/MG
38415-124,Rua José Honorato Mendes,,Taiaman,Uberlândia/MG
38415-198,Rua José Pires Defensor,,Taiaman,Uberlândia/MG
38415-197,Rua Justino Pereira de Oliveira,,Taiaman,Uberlândia/MG
38415-135,Rua Lamartine Antônio de Lima,,Taiaman,Uberlândia/MG
38415-186,Rua Laudelino Peixoto Carrijo,,Taiaman,Uberlândia/MG
38415-071,Rua Lygia Martinelli Costa,,Taiaman,Uberlândia/MG
38415-177,Rua Manoel Patrício de Medeiros,,Taiaman,Uberlândia/MG
38415-146,Rua Marcos Rodrigues Prado,,Taiaman,Uberlândia/MG
38415-175,Rua Marli Dias Martins,,Taiaman,Uberlândia/MG
38415-083,Rua Mauro Cotta Pacheco,,Taiaman,Uberlândia/MG
38415-195,Rua Olavo Luiz Vieira,,Taiaman,Uberlândia/MG
38415-086,Rua Olinda Maria de Jesus,,Taiaman,Uberlândia/MG
38415-077,Rua Onazira Mendes de Oliveira,,Taiaman,Uberlândia/MG
38415-156,Rua Paulino Bernardi,,Taiaman,Uberlândia/MG
38415-141,Rua Paulo Avelino Franco,,Taiaman,Uberlândia/MG
38415-153,Rua Perola Fernandes Carrijo,,Taiaman,Uberlândia/MG
38415-176,Rua Quatro,(Lot N Taiman),Taiaman,Uberlândia/MG
38415-144,Rua Rubens Cardoso da Silva,,Taiaman,Uberlândia/MG
38415-190,Rua Trinta e Três,,Taiaman,Uberlândia/MG
38415-080,Rua Valdeci Pereira da Silva,,Taiaman,Uberlândia/MG
38415-165,Rua Valentino Tronconi,,Taiaman,Uberlândia/MG
38415-183,Rua Vitalino Vieira Borges,,Taiaman,Uberlândia/MG
38413-270,Rua Adalberto Albuquerque Pajuaba,,Tancredo Neves,Uberlândia/MG
38413-282,Rua Antônio Geraldo Pereira,,Tancredo Neves,Uberlândia/MG
38413-279,Rua Antônio Rangel de Mendonça,,Tancredo Neves,Uberlândia/MG
38413-249,Rua Augusta de Oliveira Marques,,Tancredo Neves,Uberlândia/MG
38413-264,Rua Cassiano José de Oliveira,,Tancredo Neves,Uberlândia/MG
38413-258,Rua D,,Tancredo Neves,Uberlândia/MG
38413-252,Rua Denizard Ferreira de Sá,,Tancredo Neves,Uberlândia/MG
38413-276,Rua Edmundo Munir Arantes,,Tancredo Neves,Uberlândia/MG
38413-273,Rua Horácio Pereira Mendes,,Tancredo Neves,Uberlândia/MG
38413-285,Rua Luiz Alves Gondin,,Tancredo Neves,Uberlândia/MG
38413-267,Rua Maria Abadia Mamede,,Tancredo Neves,Uberlândia/MG
38413-261,Rua Onze,,Tancredo Neves,Uberlândia/MG
38413-255,Rua Sétimo Spini,,Tancredo Neves,Uberlândia/MG
38439-600,,,Tapuirama,Uberlândia/MG
38405-096,Avenida África,,Tibery,Uberlândia/MG
38405-118,Avenida Alexandre Henke André de Oliveira,,Tibery,Uberlândia/MG
38405-167,Avenida Anselmo Alves dos Santos,- lado ímpar,Tibery,Uberlândia/MG
38405-150,Avenida Athayde de Deus Vieira,,Tibery,Uberlândia/MG
38405-092,Avenida Austrália,,Tibery,Uberlândia/MG
38405-030,Avenida Bélgica,,Tibery,Uberlândia/MG
38405-040,Avenida Benjamim Magalhães,,Tibery,Uberlândia/MG
38405-048,Avenida Espanha,,Tibery,Uberlândia/MG
38405-088,Avenida Europa,,Tibery,Uberlândia/MG
38405-114,Avenida Expedicionários,,Tibery,Uberlândia/MG
38405-052,Avenida Franca,,Tibery,Uberlândia/MG
38405-074,Avenida Frederico Tibery,,Tibery,Uberlândia/MG
38405-028,Avenida Holanda,,Tibery,Uberlândia/MG
38405-050,Avenida Inglaterra,,Tibery,Uberlândia/MG
38405-056,Avenida Itália,,Tibery,Uberlândia/MG
38405-116,Avenida Jaime Macedo Filho,,Tibery,Uberlândia/MG
38405-140,Avenida João Naves de Ávila,- de 1301 a 1441 - lado ímpar,Tibery,Uberlândia/MG
38405-002,Avenida Noruega,,Tibery,Uberlândia/MG
38405-042,Avenida Portugal,,Tibery,Uberlândia/MG
38405-142,Avenida Rondon Pacheco,- lado par,Tibery,Uberlândia/MG
38405-014,Avenida Suécia,,Tibery,Uberlândia/MG
38405-024,Avenida Suíça,,Tibery,Uberlândia/MG
38405-098,Praça Arlindo Magalhães Lima,,Tibery,Uberlândia/MG
38405-132,Praça Brasil,,Tibery,Uberlândia/MG
38405-044,Praça Champagnat,,Tibery,Uberlândia/MG
38405-094,Praça das Nações,,Tibery,Uberlândia/MG
38405-006,Praça do Triângulo,,Tibery,Uberlândia/MG
38405-090,Praça Domingos Sávio Silva,,Tibery,Uberlândia/MG
38405-032,Praça Duartino Carrijo Fernandes,,Tibery,Uberlândia/MG
38405-041,Praça Gilson Gomide Machado,,Tibery,Uberlândia/MG
38405-016,Praça João Batista de Lima,,Tibery,Uberlândia/MG
38405-058,Praça Luiz Monte,,Tibery,Uberlândia/MG
38405-084,Praça Manoel Hipólito Dantas,,Tibery,Uberlândia/MG
38405-054,Praça Renato Humberto Calcagno,,Tibery,Uberlândia/MG
38405-038,Praça Senador Camilo Chaves,,Tibery,Uberlândia/MG
38405-060,Rodovia BR-050,"- do Km 70,600 ao Km 75,000 - la",Tibery,Uberlândia/MG
38405-104,Rua Alaska,,Tibery,Uberlândia/MG
38405-164,Rua Amarela,,Tibery,Uberlândia/MG
38405-176,Rua Antilhas,,Tibery,Uberlândia/MG
38405-015,Rua Antônio Rezende Costa,,Tibery,Uberlândia/MG
38405-156,Rua Argentina,,Tibery,Uberlândia/MG
38405-105,Rua Ásia,,Tibery,Uberlândia/MG
38405-066,Rua Atenas,,Tibery,Uberlândia/MG
38405-166,Rua Azul,,Tibery,Uberlândia/MG
38405-025,Rua Belém,,Tibery,Uberlândia/MG
38405-108,Rua Bolívia,,Tibery,Uberlândia/MG
38405-168,Rua Branca,,Tibery,Uberlândia/MG
38405-013,Rua Canadá,,CEP Tibery Uberlândia/MG,Uberlândia/MG
38405-029,Rua Canada,,CEP Tibery Uberlândia/MG,Uberlândia/MG
38405-146,Rua Chile,,Tibery,Uberlândia/MG
38405-036,Rua Constantinopla,,Tibery,Uberlândia/MG
38405-160,Rua Costa Rica,,Tibery,Uberlândia/MG
38405-106,Rua Cristóvão Marra,,Tibery,Uberlândia/MG
38405-152,Rua Cuba,,Tibery,Uberlândia/MG
38405-012,Rua Curitiba,,Tibery,Uberlândia/MG
38405-174,Rua da Bandeira,,Tibery,Uberlândia/MG
38405-010,Rua do Estacionamento,,Tibery,Uberlândia/MG
38405-136,Rua Dois,,Tibery,Uberlândia/MG
38405-017,Rua dos Expedicionários,,Tibery,Uberlândia/MG
38405-031,Rua Edmar Honório Cordeiro,,Tibery,Uberlândia/MG
38405-180,Rua Finlândia,,Tibery,Uberlândia/MG
38405-120,Rua Florestano de Macedo Tibery,,Tibery,Uberlândia/MG
38405-064,Rua Grécia,,Tibery,Uberlândia/MG
38405-062,Rua Guatemala,,Tibery,Uberlândia/MG
38405-134,Rua Gumercindo Alves Santana,,Tibery,Uberlândia/MG
38405-112,Rua Haia,,Tibery,Uberlândia/MG
38405-154,Rua Havana,,Tibery,Uberlândia/MG
38405-158,Rua Honduras,,Tibery,Uberlândia/MG
38405-046,Rua João Guimarães Naves,,Tibery,Uberlândia/MG
38405-072,Rua Lisboa,,Tibery,Uberlândia/MG
38405-080,Rua Londres,,Tibery,Uberlândia/MG
38405-078,Rua Madri,,Tibery,Uberlândia/MG
38405-034,Rua Montreal,,Tibery,Uberlândia/MG
38405-000,Rua Natal,- de 1266/1267 ao fim,Tibery,Uberlândia/MG
38405-100,Rua Nicarágua,,Tibery,Uberlândia/MG
38405-178,Rua Niterói,- de 1558/1559 ao fim,Tibery,Uberlândia/MG
38405-018,Rua Osório José da Cunha,- até 262/263,Tibery,Uberlândia/MG
38405-172,Rua Panamá,,Tibery,Uberlândia/MG
38405-026,Rua Paraná,- até 135/136,Tibery,Uberlândia/MG
38405-082,Rua Paris,,Tibery,Uberlândia/MG
38405-138,Rua Pedro José de Castro,,Tibery,Uberlândia/MG
38405-110,Rua Pirapora,,Tibery,Uberlândia/MG
38405-008,Rua Porto Alegre,- de 1134/1135 ao fim,Tibery,Uberlândia/MG
38405-070,Rua República da Síria,,Tibery,Uberlândia/MG
38405-020,Rua Rio Grande do Sul,- até 238/239,Tibery,Uberlândia/MG
38405-076,Rua Roma,,Tibery,Uberlândia/MG
38405-004,Rua Rotary Clube,,Tibery,Uberlândia/MG
38405-182,Rua Salvador,- de 1486/1487 ao fim,Tibery,Uberlândia/MG
38405-022,Rua Santa Catarina,- até 179/0180,Tibery,Uberlândia/MG
38405-148,Rua Santiago,,Tibery,Uberlândia/MG
38405-027,Rua São Paulo,- até 155/156,Tibery,Uberlândia/MG
38405-068,Rua Tunísia,,Tibery,Uberlândia/MG
38405-102,Rua Venezuela,,Tibery,Uberlândia/MG
38405-162,Rua Verde,,Tibery,Uberlândia/MG
38405-086,Rua Viena,,Tibery,Uberlândia/MG
38415-225,Avenida Claudio Bielert Sampaio,,Tocantins,Uberlândia/MG
38415-381,Avenida Taylor Silva,,Tocantins,Uberlândia/MG
38415-384,Praça Antônio Martins,,Tocantins,Uberlândia/MG
38415-272,Rodovia BR-365,"- do Km 631,000 ao Km 631,999",Tocantins,Uberlândia/MG
38415-382,Rodovia LMG-749,"- do Km 10,008 ao Km 11,004",Tocantins,Uberlândia/MG
38415-288,Rua Abadio Abdala Tannus,,Tocantins,Uberlândia/MG
38415-321,Rua Agenor Borges,,Tocantins,Uberlândia/MG
38415-267,Rua Alonso Pereira da Rocha,,Tocantins,Uberlândia/MG
38415-333,Rua Amélia Rodrigues,,Tocantins,Uberlândia/MG
38415-345,Rua Aparecida de Fátima Cunha,,Tocantins,Uberlândia/MG
38415-243,Rua Aparecida Rodrigues Ovídeo,,Tocantins,Uberlândia/MG
38415-300,Rua Augusto Alexandrino Souza,,Tocantins,Uberlândia/MG
38415-363,Rua Balbino Medeiros,,Tocantins,Uberlândia/MG
38415-279,Rua Belchior Pires de Andrade,,Tocantins,Uberlândia/MG
38415-297,Rua Bernadete Silva Arantes,,Tocantins,Uberlândia/MG
38415-318,Rua Capitão Diomar Menezes,,Tocantins,Uberlândia/MG
38415-210,Rua Carlos Alberto Bielert,,Tocantins,Uberlândia/MG
38415-207,Rua Celida Maria Sampaio,,Tocantins,Uberlândia/MG
38415-150,Rua Cleso da Cunha Resende,,Tocantins,Uberlândia/MG
38415-228,Rua Docelino de Freitas Costa,,Tocantins,Uberlândia/MG
38415-372,Rua Doutor Agostinho Lourenço Cunha,,Tocantins,Uberlândia/MG
38415-270,Rua Doutor Manoel Thomaz Teixeira de Souza,,Tocantins,Uberlândia/MG
38415-273,Rua Doutor Sérgio de Oliveira Marquez,,Tocantins,Uberlândia/MG
38415-327,Rua Edson Cassiano Ribeiro,,Tocantins,Uberlândia/MG
38415-224,Rua Elizabeth Marques Moreira,,Tocantins,Uberlândia/MG
38415-366,Rua Ercília Lucia de Macedo,,Tocantins,Uberlândia/MG
38415-204,Rua Ermelinda Costa Sampaio,,Tocantins,Uberlândia/MG
38415-213,Rua Eufrazina Joaquina Gadia,,Tocantins,Uberlândia/MG
38415-354,Rua Fausto Silvano Domingos,,Tocantins,Uberlândia/MG
38415-315,Rua Francino Vieira de Barros,,Tocantins,Uberlândia/MG
38415-357,Rua Garibalde Alves Vieira,,Tocantins,Uberlândia/MG
38415-306,Rua Izaias Gabriel dos Santos,,Tocantins,Uberlândia/MG
38415-220,Rua Jaime de Souza Mamede,,Tocantins,Uberlândia/MG
38415-303,Rua Joana Silvestre da Luz,,Tocantins,Uberlândia/MG
38415-294,Rua João de Oliveira Andrade,,Tocantins,Uberlândia/MG
38415-255,Rua João Martins Oliveira,,Tocantins,Uberlândia/MG
38415-246,Rua João Rosalino Gonzaga,,Tocantins,Uberlândia/MG
38415-336,Rua Joaquim Carrijo Netto,,Tocantins,Uberlândia/MG
38415-330,Rua Joaquim Ferreira Rodrigues,,Tocantins,Uberlândia/MG
38415-252,Rua Joaquim Lima,,Tocantins,Uberlândia/MG
38415-309,Rua Joaquim Roberto Souza,,Tocantins,Uberlândia/MG
38415-219,Rua Jorge Abrão Gadia,,Tocantins,Uberlândia/MG
38415-342,Rua José Edgard de Barros,,Tocantins,Uberlândia/MG
38415-351,Rua José Geraldo Prata,,Tocantins,Uberlândia/MG
38415-339,Rua José Gomes Ribeiro,,Tocantins,Uberlândia/MG
38415-375,Rua José Higino Oliveira,,Tocantins,Uberlândia/MG
38415-249,Rua José Luiz Franca,,Tocantins,Uberlândia/MG
38415-378,Rua José Peixoto Carrijo,,Tocantins,Uberlândia/MG
38415-201,Rua Jovino Costa Sampaio,,Tocantins,Uberlândia/MG
38415-264,Rua Lázaro Herculano Franca,,Tocantins,Uberlândia/MG
38415-222,Rua Levindo Batista Cardoso,,Tocantins,Uberlândia/MG
38415-237,Rua Luzia Caetano Fernandes,,Tocantins,Uberlândia/MG
38415-291,Rua Luzia Lira Dantas,,Tocantins,Uberlândia/MG
38415-223,Rua Luzia Maria de Jesus,,Tocantins,Uberlândia/MG
38415-285,Rua Manoel Gonzaga,,Tocantins,Uberlândia/MG
38415-216,Rua Maria Borges Bielert,,Tocantins,Uberlândia/MG
38415-282,Rua Maria Dias Cardoso,,Tocantins,Uberlândia/MG
38415-234,Rua Maria Lourdes Guimarães,,Tocantins,Uberlândia/MG
38415-266,Rua Neusa Carvalho da Rocha,,Tocantins,Uberlândia/MG
38415-360,Rua Olinto Soares,,Tocantins,Uberlândia/MG
38415-240,Rua Pedro Ferreira Gomes,,Tocantins,Uberlândia/MG
38415-258,Rua Professora Maria Lourdes Cunha,,Tocantins,Uberlândia/MG
38415-369,Rua Renato José Luiz,,Tocantins,Uberlândia/MG
38415-312,Rua Rita Luzia de Jesus,,Tocantins,Uberlândia/MG
38415-348,Rua Rogério de Souza,,Tocantins,Uberlândia/MG
38415-231,Rua Sebastião de Oliveira Tosta,,Tocantins,Uberlândia/MG
38415-324,Rua Valeriano Alves Ferreira,,Tocantins,Uberlândia/MG
38415-261,Rua Venerando Gabriel de Souza,,Tocantins,Uberlândia/MG
38415-276,Rua Walter Silva Nascimento,,Tocantins,Uberlândia/MG
38412-052,Avenida Carlos Gomes,,Tubalina,Uberlândia/MG
38412-096,Avenida Doutor Arnaldo Godoy de Souza,- de 2 ao fim - lado par,Tubalina,Uberlândia/MG
38412-066,Avenida Getúlio Vargas,- de 2301 a 3825 - lado ímpar,Tubalina,Uberlândia/MG
38412-028,Avenida Maestro Vila Lobos,,Tubalina,Uberlândia/MG
38412-026,Avenida Sílvio Rugani,,Tubalina,Uberlândia/MG
38412-050,Praça Amélia de Souza Zardo,,Tubalina,Uberlândia/MG
38412-034,Praça Franklin Roosevelt,,Tubalina,Uberlândia/MG
38412-058,Praça Maestro Cláudio Santoro,,Tubalina,Uberlândia/MG
38412-046,Praça Nídia Feres Tannus,,Tubalina,Uberlândia/MG
38412-048,Praça São Francisco de Paula,,Tubalina,Uberlândia/MG
38412-062,Praça Takeo Iwace,,Tubalina,Uberlândia/MG
38412-010,Rua Adelso Ferreira Tavares,,Tubalina,Uberlândia/MG
38412-032,Rua Afonso Arinos de Melo Franco,,Tubalina,Uberlândia/MG
38412-037,Rua Almirante Barroso,,Tubalina,Uberlândia/MG
38412-036,Rua Aniceto Pereira,,Tubalina,Uberlândia/MG
38412-076,Rua Athos Paranhos Veloso,,Tubalina,Uberlândia/MG
38412-045,Rua Campos Sales,,Tubalina,Uberlândia/MG
38412-042,Rua Castro Alves,,Tubalina,Uberlândia/MG
38412-022,Rua Coronel Tobias Junqueira,,Tubalina,Uberlândia/MG
38412-006,Rua Eça de Queirós,,Tubalina,Uberlândia/MG
38412-056,Rua Epitâcio Pessoa,,Tubalina,Uberlândia/MG
38412-003,Rua Fádua Barcha Gustim,,Tubalina,Uberlândia/MG
38412-070,Rua Graça Aranha,,Tubalina,Uberlândia/MG
38412-004,Rua Guerra Junqueira,,Tubalina,Uberlândia/MG
38412-000,Rua Humaitá,,Tubalina,Uberlândia/MG
38412-012,Rua Imperatriz Leopoldina,,Tubalina,Uberlândia/MG
38412-016,Rua Jangadeiro,,Tubalina,Uberlândia/MG
38412-098,Rua José de Oliveira Pinto,- de 2 ao fim - lado par,Tubalina,Uberlândia/MG
38412-030,Rua Manoel de Almeida Barbosa,,Tubalina,Uberlândia/MG
38412-008,Rua Maria Aparecida Costa,,Tubalina,Uberlândia/MG
38412-054,Rua Maria Dias Diniz,,Tubalina,Uberlândia/MG
38412-020,Rua Mem de Sá,,Tubalina,Uberlândia/MG
38412-038,Rua Nilo Peçanha,,Tubalina,Uberlândia/MG
38412-084,Rua Nossa Senhora de Fátima,,Tubalina,Uberlândia/MG
38412-044,Rua Oscar Gomes Moreira Júnior,,Tubalina,Uberlândia/MG
38412-002,Rua Ovídio Bradamante Toledo,,Tubalina,Uberlândia/MG
38412-014,Rua Padre Nóbrega,,Tubalina,Uberlândia/MG
38412-027,Rua Pedro Gustin,,Tubalina,Uberlândia/MG
38412-040,Rua Professora Glaucia Santos Monteiro,,Tubalina,Uberlândia/MG
38412-074,Rua Real Grandeza,,Tubalina,Uberlândia/MG
38412-018,Rua Riachuelo,,Tubalina,Uberlândia/MG
38412-088,Rua Santa Luzia,,Tubalina,Uberlândia/MG
38412-082,Rua São Cristóvão,,Tubalina,Uberlândia/MG
38412-080,Rua São Francisco Xavier,,Tubalina,Uberlândia/MG
38412-078,Rua São Januário,,Tubalina,Uberlândia/MG
38412-086,Rua São José,,Tubalina,Uberlândia/MG
38412-090,Rua Sebastiana Vieira dos Santos,,Tubalina,Uberlândia/MG
38412-092,Rua Senador Dantas,,Tubalina,Uberlândia/MG
38412-060,Rua Senador Furtado,,Tubalina,Uberlândia/MG
38412-075,Rua Senhor dos Passos,,Tubalina,Uberlândia/MG
38412-068,Rua Tomé de Souza,,Tubalina,Uberlândia/MG
38412-094,Rua Visconde do Pirajá,,Tubalina,Uberlândia/MG
38412-072,Rua Voluntários da Pátria,,Tubalina,Uberlândia/MG
38412-064,Rua Wenceslau Braz,,Tubalina,Uberlândia/MG
38405-309,Avenida Afonso Pena,- de 4102/4103 a 5018/5019,Umuarama,Uberlândia/MG
38405-302,Avenida Amazonas,- de 1471/1472 ao fim,Umuarama,Uberlândia/MG
38405-329,Avenida Aviação,,Umuarama,Uberlândia/MG
38405-305,Avenida Brasil,- de 3936/3937 ao fim,Umuarama,Uberlândia/MG
38405-310,Avenida Floriano Peixoto,- de 4245 a 4999 - lado ímpar,Umuarama,Uberlândia/MG
38405-300,Avenida Godofrino Gonçalves,,Umuarama,Uberlândia/MG
38405-307,Avenida João Pinheiro,- de 4051/4052 a 4999/5000,Umuarama,Uberlândia/MG
38405-322,Avenida Levino de Souza,- de 1381/1382 ao fim,Umuarama,Uberlândia/MG
38405-318,Avenida Maranhão,- de 1388/1389 ao fim,Umuarama,Uberlândia/MG
38405-314,Avenida Mato Grosso,- de 2921/2922 ao fim,Umuarama,Uberlândia/MG
38405-320,Avenida Pará,- de 1357/1358 ao fim,Umuarama,Uberlândia/MG
38405-330,Avenida Professor José Inácio de Souza,- de 2060/2061 ao fim,Umuarama,Uberlândia/MG
38405-326,Avenida Professora Minervina Cândida Oliveira,- de 4501/4502 ao fim,Umuarama,Uberlândia/MG
38405-324,Avenida Terezina,- de 1270/1271 ao fim,Umuarama,Uberlândia/MG
38405-334,Praça Urias Batista dos Santos,,Umuarama,Uberlândia/MG
38405-319,Rua Acre,- de 740/741 a 1932/1933,Umuarama,Uberlândia/MG
38405-308,Rua Arlindo Massaro,,Umuarama,Uberlândia/MG
38405-315,Rua Ceará,,Umuarama,Uberlândia/MG
38405-303,Rua David Canabarro,,Umuarama,Uberlândia/MG
38405-327,Rua Doutor Luiz Antônio Waack,- de 561/562 ao fim,Umuarama,Uberlândia/MG
38405-306,Rua Gumercindo Silva,- de 1929/1930 ao fim,Umuarama,Uberlândia/MG
38405-328,Rua Iguaçu,,Umuarama,Uberlândia/MG
38405-304,Rua João Ratchiff,,Umuarama,Uberlândia/MG
38405-331,Rua Maria Quitéria,- de 561/562 ao fim,Umuarama,Uberlândia/MG
38405-311,Rua Paraiba,,Umuarama,Uberlândia/MG
38405-323,Rua Pedro Quirino da Silva,,Umuarama,Uberlândia/MG
38405-317,Rua Piauí,,Umuarama,Uberlândia/MG
38405-325,Rua República do Piratini,,Umuarama,Uberlândia/MG
38405-321,Rua Rio Grande do Norte,,Umuarama,Uberlândia/MG
38405-316,Travessa Getúlio Alves Nascimento,,Umuarama,Uberlândia/MG
38404-087,Rua Arpoador,,Vale do Sol,Uberlândia/MG
38404-078,Rua Aurea da Silva Moraes,,Vale do Sol,Uberlândia/MG
38404-090,Rua Camburiu,,Vale do Sol,Uberlândia/MG
38413-135,Avenida do Bálsamo,,Vallee,Uberlândia/MG
38413-117,Avenida Henri Vallée,,Vallee,Uberlândia/MG
38413-114,Avenida Presidente Kennedy,,Vallee,Uberlândia/MG
38413-138,Praça das Paineiras,,Vallee,Uberlândia/MG
38413-136,Rua Albert Rodrigues,,Vallee,Uberlândia/MG
38413-129,Rua Alberto Schwitzer,,Vallee,Uberlândia/MG
38413-123,Rua Alberto Toledo Barton,,Vallee,Uberlândia/MG
38413-132,Rua Carlos Finlay,,Vallee,Uberlândia/MG
38413-126,Rua Johannes Bawer,,Vallee,Uberlândia/MG
38413-027,Rua Jules Bordet,,Vallee,Uberlândia/MG
38413-141,Rua Quatro,,Vallee,Uberlândia/MG
38413-120,Rua Raimundo Gonçalves Cunha,,Vallee,Uberlândia/MG
38404-484,Avenida Acir Almeida,,Valparaíso,Uberlândia/MG
38404-486,Avenida Antônio Segatto,,Valparaíso,Uberlândia/MG
38404-482,Avenida Célio Silveira Lopes,,Valparaíso,Uberlândia/MG
38404-496,Avenida Maria Ferreira de Ávila,,Valparaíso,Uberlândia/MG
38404-490,Rua Ademar Martins Costa,,Valparaíso,Uberlândia/MG
38404-493,Rua Amélia Rosa Costa,,Valparaíso,Uberlândia/MG
38404-494,Rua Geraldo Garcia de Resende,,Valparaíso,Uberlândia/MG
38404-492,Rua José Bezerra,,Valparaíso,Uberlândia/MG
38404-488,Rua Manoel Lopes da Silva,,Valparaíso,Uberlândia/MG
38404-498,Rua Principal,,Valparaíso,Uberlândia/MG
38408-448,Avenida Eduardo Felice,,Vigilato Pereira,Uberlândia/MG
38408-447,Avenida Nicomedes Alves dos Santos,- lado ímpar,Vigilato Pereira,Uberlândia/MG
38408-343,Avenida Rondon Pacheco,- lado par,Vigilato Pereira,Uberlândia/MG
38408-636,Avenida Teófilo Alves,,Vigilato Pereira,Uberlândia/MG
38408-460,Praça José Simioni,,Vigilato Pereira,Uberlândia/MG
38408-436,Rua Abdala Attiê,,Vigilato Pereira,Uberlândia/MG
38408-444,Rua Abrão Calil,,Vigilato Pereira,Uberlândia/MG
38408-468,Rua Adib Chueiri,,Vigilato Pereira,Uberlândia/MG
38408-458,Rua Alexandre de Oliveira Marquez,,Vigilato Pereira,Uberlândia/MG
38408-456,Rua Alexandre Martins Marquez,,Vigilato Pereira,Uberlândia/MG
38408-438,Rua André Lopes Garcia,,Vigilato Pereira,Uberlândia/MG
38408-442,Rua Antônio Correia Júnior,,Vigilato Pereira,Uberlândia/MG
38408-466,Rua Antônio Marques Póvoa Júnior,,Vigilato Pereira,Uberlândia/MG
38408-385,Rua Benjamin Alves Santos,- de 1480 ao fim - lado par,Vigilato Pereira,Uberlândia/MG
38408-441,Rua Caetés,,Vigilato Pereira,Uberlândia/MG
38408-614,Rua Cirineu Menezes,,Vigilato Pereira,Uberlândia/MG
38408-386,Rua Doutor Lacerda,- de 469/470 ao fim,Vigilato Pereira,Uberlândia/MG
38408-382,Rua Duque de Caxias,- de 1182/1183 ao fim,Vigilato Pereira,Uberlândia/MG
38408-634,Rua Edson Jorge,,Vigilato Pereira,Uberlândia/MG
38408-396,Rua Ercílio Furlaneto,,Vigilato Pereira,Uberlândia/MG
38408-530,Rua Fioravante Andrade,,Vigilato Pereira,Uberlândia/MG
38408-381,Rua Flamboyant,,Vigilato Pereira,Uberlândia/MG
